Time (sec),AH1 (g),AH2 (g),AH3 (g),AH4 (g),AH5 (g),AH6 (g),AH7 (g),AH8 (g),AH9 (g),AH10 (g),AH11 (g),AH12 (g),AV1 (g),AV2 (g),P1 (kpa),P2 (kpa),P3 (kpa),P4 (kpa),P6 (kpa),P7 (kpa),P8 (kpa),P9 (kpa),P10 (kpa),
0.3800,0.0003,0.0003,-0.0000,0.0002,-0.0001,0.0000,0.0005,-0.0000,0.0001,-0.0001,-0.0002,-0.0003,0.0006,0.0005,2.0939,0.1286,0.0431,1.2351,-0.2511,-1.4348,0.1033,2.4062,2.1493
0.3867,0.0003,0.0007,0.0007,0.0010,-0.0001,-0.0002,0.0005,0.0001,-0.0001,0.0000,-0.0002,-0.0004,0.0003,0.0005,2.9008,0.5643,1.2974,1.4496,-0.2514,-2.8120,-0.1760,2.3588,1.6079
0.3933,0.0001,0.0009,0.0011,0.0017,0.0000,-0.0003,0.0004,0.0002,-0.0003,0.0001,-0.0001,-0.0005,0.0001,0.0005,2.5619,0.2698,1.6824,1.1512,-0.2279,-2.6462,-0.2633,0.9290,1.0165
0.4000,-0.0001,0.0009,0.0010,0.0019,0.0002,-0.0003,0.0003,0.0002,-0.0003,0.0003,0.0001,-0.0006,-0.0001,0.0004,1.6499,-0.5970,1.1909,0.4248,-0.2233,-0.8547,-0.1370,-1.0605,0.7593
0.4067,-0.0002,0.0009,0.0007,0.0017,0.0003,-0.0002,0.0000,0.0001,-0.0001,0.0003,0.0004,-0.0006,-0.0001,0.0002,1.1581,-1.5733,0.5066,-0.3576,-0.2254,1.6232,0.0925,-2.2922,1.0634
0.4133,-0.0002,0.0007,0.0003,0.0010,0.0004,-0.0000,-0.0000,-0.0001,0.0000,0.0002,0.0005,-0.0004,-0.0003,-0.0001,1.7023,-2.0368,0.3457,-0.8534,-0.1922,3.3254,0.2792,-1.8772,1.6459
0.4200,-0.0002,0.0004,-0.0002,0.0000,0.0005,0.0003,0.0001,-0.0002,0.0001,0.0001,0.0004,-0.0001,-0.0005,-0.0001,2.9460,-1.5317,0.8078,-1.0217,-0.1158,3.2130,0.3408,-0.0974,1.8726
0.4267,-0.0002,0.0000,-0.0005,-0.0010,0.0005,0.0005,0.0003,-0.0002,0.0000,-0.0001,0.0003,0.0003,-0.0006,-0.0000,3.7952,-0.2367,1.3035,-1.0375,-0.0400,1.3815,0.2878,1.7392,1.3659
0.4333,-0.0003,-0.0004,-0.0007,-0.0016,0.0005,0.0003,0.0001,-0.0001,0.0000,-0.0001,0.0003,0.0006,-0.0004,0.0001,3.2829,0.9543,1.1331,-1.0300,-0.0168,-0.9891,0.1904,2.2654,0.4009
0.4400,-0.0003,-0.0006,-0.0007,-0.0014,0.0004,-0.0001,-0.0002,-0.0001,0.0001,0.0001,0.0005,0.0008,-0.0000,0.0001,1.4294,1.0855,0.1752,-0.9820,-0.0639,-2.4009,0.1266,1.0643,-0.3398
